id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
310,Virgilia,virgilia@gmail.com,2005-01-06,1,44344085,Fukuoka
311,Hattori Heiji,hattori.heiji@gmail.com,1996-05-27,5,3155043,Nagoya
312,Bertolt Hoover,bertolt.hoover@gmail.com,2005-06-15,6,49452657,Yokohama
313,Edogawa Conan,edogawa.conan@gmail.com,2003-12-18,12,11939153,Kobe
314,Levy McGarden,levy.mcgarden@gmail.com,2001-12-10,12,14572731,Sendai
315,Akai Shuichi,akai.shuichi@gmail.com,1997-11-23,11,26872827,Rokkenjima
316,Kudo Shinichi,kudo.shinichi@gmail.com,1996-10-14,10,33566180,Sapporo
317,Takagi Wataru,takagi.wataru@gmail.com,2007-01-14,1,43146697,Kyoto
318,Lucy Heartfilia,lucy.heartfilia@gmail.com,2000-11-08,11,42175101,Sendai
319,Suzuki Sonoko,suzuki.sonoko@gmail.com,2009-02-16,2,38479078,Shibuya
320,Levy McGarden,levy.mcgarden@gmail.com,2009-08-21,8,39726751,Shinjuku
321,Ushiromiya Eva,ushiromiya.eva@gmail.com,2002-02-12,2,7038750,Kobe
322,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-04-07,4,17443834,Sapporo
323,Sera Masumi,sera.masumi@gmail.com,2008-12-08,12,33563628,Nagoya
324,Mouri Ran,mouri.ran@gmail.com,2007-04-07,4,49030331,Akihabara
325,Tainaka Ritsu,tainaka.ritsu@gmail.com,2007-10-20,10,28235921,Beika
326,Ronove,ronove@gmail.com,1997-09-10,9,18046439,Tokyo
327,Wendy Marvell,wendy.marvell@gmail.com,2002-02-27,2,35150507,Shinjuku
328,Erwin Smith,erwin.smith@gmail.com,1997-08-20,8,42611741,Ikebukuro
329,Eren Yeager,eren.yeager@gmail.com,2004-05-21,5,44149276,Shinjuku
330,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2000-01-10,1,3883758,Kobe
331,Kato Yuko,kato.yuko@gmail.com,1996-10-14,10,1415416,Nagoya
332,Oumae Kumiko,oumae.kumiko@gmail.com,2006-11-04,11,3299491,Sapporo
333,Saito Sumire,saito.sumire@gmail.com,2009-02-02,2,43464236,Shinjuku
334,Yokomizo Jugo,yokomizo.jugo@gmail.com,2009-04-13,4,12201543,Tokyo
335,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2002-01-02,1,35408094,Hakone
336,Ushiromiya Eva,ushiromiya.eva@gmail.com,2006-01-28,1,22682265,Sendai
337,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,2000-07-09,7,45563494,Kobe
338,Farah Nae,farah.nae@gmail.com,2008-10-21,10,28270719,Sendai
339,Yoshii Junna,yoshii.junna@gmail.com,2008-03-01,3,16235628,Magnolia
340,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2009-10-18,10,33336972,Kyoto
341,Zeke Yeager,zeke.yeager@gmail.com,2003-12-23,12,6983029,Shinjuku
342,Hirasawa Yui,hirasawa.yui@gmail.com,2004-01-12,1,18226381,Nagoya
343,Goto Hazuki,goto.hazuki@gmail.com,1999-02-08,2,23301132,Shibuya
344,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1996-04-15,4,25075191,Uji
345,Wendy Marvell,wendy.marvell@gmail.com,1998-06-27,6,7249914,Osaka
346,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2006-09-15,9,7078269,Nagoya
347,Yoshii Junna,yoshii.junna@gmail.com,2004-01-16,1,16624456,Kyoto
348,Edogawa Conan,edogawa.conan@gmail.com,1995-03-28,3,1875812,Hakone
349,Bertolt Hoover,bertolt.hoover@gmail.com,2002-12-07,12,43579034,Uji
350,Kenny Ackerman,kenny.ackerman@gmail.com,2006-10-28,10,47823767,Sapporo
351,Kenny Ackerman,kenny.ackerman@gmail.com,2004-10-14,10,18742779,Sendai
352,Urushibara Ruka,urushibara.ruka@gmail.com,2004-08-25,8,36065493,Kobe
353,Yoshii Junna,yoshii.junna@gmail.com,2002-04-27,4,12456337,Shinjuku
354,Erza Scarlet,erza.scarlet@gmail.com,2008-02-03,2,18292468,Shinjuku
355,Hirasawa Yui,hirasawa.yui@gmail.com,1995-10-03,10,44561192,Magnolia
356,Sera Masumi,sera.masumi@gmail.com,2005-11-24,11,5873820,Kyoto
357,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2001-04-26,4,19863832,Sapporo
358,Virgilia,virgilia@gmail.com,1996-09-24,9,40886699,Yokohama
359,Jean Kirstein,jean.kirstein@gmail.com,2001-02-26,2,3273100,Rokkenjima
360,Kenny Ackerman,kenny.ackerman@gmail.com,2003-08-21,8,20149163,Nagoya
361,Ushiromiya Battler,ushiromiya.battler@gmail.com,2003-07-17,7,2135522,Osaka
362,Natsu Dragneel,natsu.dragneel@gmail.com,2006-10-24,10,18286633,Shinjuku
363,Reiner Braun,reiner.braun@gmail.com,2006-02-14,2,14399567,Osaka
364,Mikasa Ackerman,mikasa.ackerman@gmail.com,2009-09-25,9,36135561,Shinjuku
365,Kato Yuko,kato.yuko@gmail.com,2003-08-17,8,39304769,Nagoya
366,Kiryuu Moeka,kiryuu.moeka@gmail.com,2003-01-06,1,29973200,Kyoto
367,Yoshii Junna,yoshii.junna@gmail.com,1998-12-12,12,16172445,Uji
368,Urushibara Ruka,urushibara.ruka@gmail.com,2006-05-03,5,20464193,Sendai
369,Sasha Blouse,sasha.blouse@gmail.com,1999-04-25,4,33396432,Kyoto
370,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2002-06-06,6,45548650,Ikebukuro
371,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1998-10-22,10,24071137,Beika
372,Wendy Marvell,wendy.marvell@gmail.com,2006-11-02,11,10889808,Akihabara
373,Oumae Kumiko,oumae.kumiko@gmail.com,1998-12-11,12,46886756,Kobe
374,Nakano Azusa,nakano.azusa@gmail.com,1997-07-09,7,10817354,Shinjuku
375,Ushiromiya Maria,ushiromiya.maria@gmail.com,2009-05-04,5,48641959,Rokkenjima
376,Wendy Marvell,wendy.marvell@gmail.com,2009-06-19,6,42507137,Rokkenjima
377,Okabe Rintarou,okabe.rintarou@gmail.com,1999-12-24,12,30400894,Beika
378,Erwin Smith,erwin.smith@gmail.com,2006-05-17,5,9767198,Fukuoka
379,Makise Kurisu,makise.kurisu@gmail.com,1997-06-02,6,33953770,Sendai
380,Yoshii Junna,yoshii.junna@gmail.com,2008-01-18,1,22222227,Akihabara
381,Annie Leonhart,annie.leonhart@gmail.com,1999-06-05,6,11406047,Sendai
382,Natsu Dragneel,natsu.dragneel@gmail.com,2001-11-08,11,33847532,Sapporo
383,Oumae Kumiko,oumae.kumiko@gmail.com,2002-10-16,10,1853238,Fukuoka
384,Hirasawa Yui,hirasawa.yui@gmail.com,2008-10-10,10,30634191,Sendai
385,Takagi Wataru,takagi.wataru@gmail.com,2003-05-05,5,33245302,Osaka
386,Historia Reiss,historia.reiss@gmail.com,2006-02-22,2,10363906,Kyoto
387,Mikasa Ackerman,mikasa.ackerman@gmail.com,2002-10-28,10,3448105,Osaka
388,Igneel Dragneel,igneel.dragneel@gmail.com,2007-11-04,11,49709096,Nagoya
389,Akiyama Mio,akiyama.mio@gmail.com,2003-07-28,7,9951958,Shibuya
390,Gaap,gaap@gmail.com,2004-05-21,5,29924502,Kobe
391,Kudo Shinichi,kudo.shinichi@gmail.com,2002-08-04,8,13902658,Shibuya
392,Yoshii Junna,yoshii.junna@gmail.com,2005-07-16,7,48385944,Shibuya
393,Jellal Fernandes,jellal.fernandes@gmail.com,2005-05-07,5,13420515,Tokyo
394,Mikasa Ackerman,mikasa.ackerman@gmail.com,2009-10-25,10,3946129,Shinjuku
395,Miyano Shiho,miyano.shiho@gmail.com,1996-08-22,8,45916832,Yokohama
396,Ushiromiya Eva,ushiromiya.eva@gmail.com,2006-05-25,5,43032265,Nagoya
397,Sasha Blouse,sasha.blouse@gmail.com,1998-06-14,6,27722570,Yokohama
398,Connie Springer,connie.springer@gmail.com,1996-01-07,1,13905146,Tokyo
399,Suzuki Sonoko,suzuki.sonoko@gmail.com,1995-02-08,2,19259595,Rokkenjima
400,Nakano Azusa,nakano.azusa@gmail.com,1995-09-06,9,19801676,Hakone
401,Mirajane Strauss,mirajane.strauss@gmail.com,2000-05-08,5,12790558,Hakone
402,Erwin Smith,erwin.smith@gmail.com,1995-10-26,10,39157296,Fukuoka
403,Gajeel Redfox,gajeel.redfox@gmail.com,2006-02-23,2,1111173,Sapporo
404,Kisaki Eri,kisaki.eri@gmail.com,2008-12-20,12,30577807,Beika
405,Mirajane Strauss,mirajane.strauss@gmail.com,2004-04-18,4,18280755,Sapporo
406,Yokomizo Jugo,yokomizo.jugo@gmail.com,2006-09-11,9,41587656,Ikebukuro
407,Ushiromiya Maria,ushiromiya.maria@gmail.com,2006-07-27,7,18709529,Beika
408,Mirajane Strauss,mirajane.strauss@gmail.com,2006-09-01,9,22621558,Fukuoka
409,Goto Hazuki,goto.hazuki@gmail.com,1996-05-25,5,45670307,Rokkenjima
410,Saito Sumire,saito.sumire@gmail.com,2008-08-01,8,13935948,Sapporo
411,Mouri Ran,mouri.ran@gmail.com,1996-08-03,8,27278624,Nagoya
412,Takagi Wataru,takagi.wataru@gmail.com,2000-05-14,5,42000718,Kyoto
413,Goto Hazuki,goto.hazuki@gmail.com,1996-05-20,5,44990796,Kyoto
414,Kawashima Sapphire,kawashima.sapphire@gmail.com,1997-03-16,3,527742,Sapporo
415,Historia Reiss,historia.reiss@gmail.com,2003-02-27,2,35676323,Fukuoka
416,Mouri Ran,mouri.ran@gmail.com,1996-10-24,10,37919646,Fukuoka
417,Igneel Dragneel,igneel.dragneel@gmail.com,2003-09-25,9,28911471,Sapporo
418,Connie Springer,connie.springer@gmail.com,1997-10-14,10,28069378,Ikebukuro
419,Historia Reiss,historia.reiss@gmail.com,1997-03-10,3,46240973,Nagoya
420,Takagi Wataru,takagi.wataru@gmail.com,2002-04-25,4,38501982,Yokohama
421,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2005-08-14,8,30093388,Osaka
422,Elfman Strauss,elfman.strauss@gmail.com,1997-09-17,9,46425599,Fukuoka
423,Jean Kirstein,jean.kirstein@gmail.com,1998-06-23,6,49441010,Shinjuku
424,Ushiromiya Eva,ushiromiya.eva@gmail.com,2005-09-21,9,24795975,Yokohama
425,Levy McGarden,levy.mcgarden@gmail.com,2004-09-17,9,39665071,Sendai
426,Bertolt Hoover,bertolt.hoover@gmail.com,2008-02-17,2,46891251,Fukuoka
427,Sasha Blouse,sasha.blouse@gmail.com,1998-10-24,10,18060595,Shibuya
428,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1995-01-18,1,1450930,Shinjuku
429,Zeref Alvarez,zeref.alvarez@gmail.com,2007-02-12,2,16400661,Magnolia
430,Ushiromiya Eva,ushiromiya.eva@gmail.com,1998-09-12,9,16518074,Ikebukuro
431,Natsu Dragneel,natsu.dragneel@gmail.com,2008-06-27,6,22213542,Osaka
432,Kisaki Eri,kisaki.eri@gmail.com,1998-10-10,10,7557013,Shibuya
433,Annie Leonhart,annie.leonhart@gmail.com,1997-02-24,2,18641106,Sendai
434,Makise Kurisu,makise.kurisu@gmail.com,2006-10-04,10,21364473,Ikebukuro
435,Ushiromiya Maria,ushiromiya.maria@gmail.com,2007-06-01,6,9361236,Sendai
436,Yoshii Junna,yoshii.junna@gmail.com,1996-09-19,9,25472849,Shibuya
437,Haibara Ai,haibara.ai@gmail.com,2008-10-11,10,1980066,Rokkenjima
438,Juvia Lockser,juvia.lockser@gmail.com,1996-02-25,2,43598502,Hakone
439,Haibara Ai,haibara.ai@gmail.com,1997-09-09,9,316546,Sendai
440,Urushibara Ruka,urushibara.ruka@gmail.com,2002-08-09,8,36561212,Sendai
441,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1996-07-01,7,42799465,Fukuoka
442,Gajeel Redfox,gajeel.redfox@gmail.com,2001-07-14,7,47020734,Tokyo
443,Mouri Ran,mouri.ran@gmail.com,2008-03-21,3,8392963,Tokyo
444,Gajeel Redfox,gajeel.redfox@gmail.com,2002-03-24,3,22604190,Beika
445,Jean Kirstein,jean.kirstein@gmail.com,1998-09-13,9,14119514,Sendai
446,Yoshii Junna,yoshii.junna@gmail.com,2005-12-14,12,39843527,Uji
447,Kiryuu Moeka,kiryuu.moeka@gmail.com,2002-07-27,7,2708377,Akihabara
448,Edogawa Conan,edogawa.conan@gmail.com,2008-03-10,3,4868997,Osaka
449,Erwin Smith,erwin.smith@gmail.com,2008-09-28,9,17554940,Kyoto
450,Natsu Dragneel,natsu.dragneel@gmail.com,1997-03-25,3,8182990,Nagoya
451,Makise Kurisu,makise.kurisu@gmail.com,2000-11-14,11,33079266,Tokyo
452,Elfman Strauss,elfman.strauss@gmail.com,2003-09-11,9,41223640,Akihabara
453,Jean Kirstein,jean.kirstein@gmail.com,2008-09-20,9,14478317,Osaka
454,Bertolt Hoover,bertolt.hoover@gmail.com,1999-02-13,2,30114965,Nagoya
455,Suzuki Jun,suzuki.jun@gmail.com,2009-02-12,2,12081502,Kyoto
456,Gray Fullbuster,gray.fullbuster@gmail.com,2000-02-04,2,48581096,Hakone
457,Ushiromiya Eva,ushiromiya.eva@gmail.com,2001-06-06,6,46036874,Yokohama
458,Zeke Yeager,zeke.yeager@gmail.com,2007-05-16,5,19877309,Osaka
459,Nakano Azusa,nakano.azusa@gmail.com,1997-04-10,4,18635168,Sapporo
460,Erwin Smith,erwin.smith@gmail.com,1995-12-01,12,30384953,Sendai
461,Eren Yeager,eren.yeager@gmail.com,2008-10-17,10,24089792,Shibuya
462,Bertolt Hoover,bertolt.hoover@gmail.com,1999-07-23,7,44957197,Osaka
463,Yokomizo Jugo,yokomizo.jugo@gmail.com,2009-09-07,9,37639635,Osaka
464,Zeke Yeager,zeke.yeager@gmail.com,1997-08-01,8,45513471,Rokkenjima
465,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2007-09-02,9,12727504,Rokkenjima
466,Tainaka Ritsu,tainaka.ritsu@gmail.com,1998-01-04,1,10455472,Sendai
467,Takagi Wataru,takagi.wataru@gmail.com,1999-10-03,10,5869872,Beika
468,Layla Heartfilia,layla.heartfilia@gmail.com,2000-03-14,3,7614388,Sendai
469,Suzuki Sonoko,suzuki.sonoko@gmail.com,2006-01-10,1,43186704,Ikebukuro
470,Mikasa Ackerman,mikasa.ackerman@gmail.com,2006-08-07,8,16913280,Ikebukuro
471,Yoshii Junna,yoshii.junna@gmail.com,2004-02-22,2,33903311,Rokkenjima
472,Akiyama Mio,akiyama.mio@gmail.com,2006-04-24,4,47152758,Sapporo
473,Sera Masumi,sera.masumi@gmail.com,2008-05-27,5,41266214,Yokohama
474,Manabe Nodoka,manabe.nodoka@gmail.com,2003-10-24,10,48648068,Shibuya
475,Sera Masumi,sera.masumi@gmail.com,1999-02-09,2,13354511,Sendai
476,Natsu Dragneel,natsu.dragneel@gmail.com,2005-10-16,10,2934044,Beika
477,Virgilia,virgilia@gmail.com,2009-01-23,1,28148102,Nagoya
478,Hijiri Kanade,hijiri.kanade@gmail.com,2008-10-03,10,28156808,Rokkenjima
479,Mouri Ran,mouri.ran@gmail.com,2008-07-06,7,30395098,Akihabara
480,Igneel Dragneel,igneel.dragneel@gmail.com,2000-04-24,4,48301754,Shibuya
481,Hange Zoe,hange.zoe@gmail.com,2002-09-05,9,36454042,Ikebukuro
482,Okabe Rintarou,okabe.rintarou@gmail.com,2000-09-20,9,36799188,Rokkenjima
483,Ushiromiya Battler,ushiromiya.battler@gmail.com,2000-09-22,9,28262116,Osaka
484,Sting Eucliffe,sting.eucliffe@gmail.com,2005-07-01,7,18889799,Hakone
485,Juvia Lockser,juvia.lockser@gmail.com,2008-09-02,9,8809994,Sendai
486,Kenny Ackerman,kenny.ackerman@gmail.com,2000-12-28,12,5713629,Magnolia
487,Amane Suzuha,amane.suzuha@gmail.com,2004-10-16,10,42376186,Yokohama
488,Hakuba Saguru,hakuba.saguru@gmail.com,2003-03-20,3,44628538,Uji
489,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2003-05-04,5,42665625,Kyoto
490,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2002-06-28,6,13371038,Yokohama
491,Sera Masumi,sera.masumi@gmail.com,1995-02-01,2,8521172,Tokyo
492,Chiba Kazunobu,chiba.kazunobu@gmail.com,1998-11-26,11,41055711,Magnolia
493,Makise Kurisu,makise.kurisu@gmail.com,2006-03-09,3,25823815,Sapporo
494,Lucy Heartfilia,lucy.heartfilia@gmail.com,1999-01-10,1,17863738,Osaka
495,Edogawa Conan,edogawa.conan@gmail.com,2002-06-21,6,26193959,Osaka
496,Kousaka Reina,kousaka.reina@gmail.com,2002-11-01,11,18592736,Sapporo
497,Saito Sumire,saito.sumire@gmail.com,2000-09-15,9,7966135,Rokkenjima
498,Yamamura Misao,yamamura.misao@gmail.com,2003-04-22,4,25515818,Sendai
499,Yokomizo Jugo,yokomizo.jugo@gmail.com,2008-05-18,5,25233538,Kobe
500,Hijiri Kanade,hijiri.kanade@gmail.com,2006-12-04,12,38499475,Yokohama
501,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,2003-07-14,7,6011974,Akihabara
502,Yamamura Misao,yamamura.misao@gmail.com,1996-11-09,11,24985718,Shibuya
503,Toyama Kazuha,toyama.kazuha@gmail.com,2001-09-16,9,19339856,Tokyo
504,Rogue Oro,rogue.oro@gmail.com,1995-09-03,9,36786370,Yokohama
505,Kato Yuko,kato.yuko@gmail.com,1995-07-08,7,20036443,Yokohama
506,Sera Masumi,sera.masumi@gmail.com,1999-06-26,6,47051527,Tokyo
507,Oumae Kumiko,oumae.kumiko@gmail.com,2002-10-06,10,39962809,Hakone
508,Historia Reiss,historia.reiss@gmail.com,2003-05-03,5,2503010,Sapporo
509,Saito Sumire,saito.sumire@gmail.com,2007-06-05,6,45876141,Kyoto
510,Kudo Shinichi,kudo.shinichi@gmail.com,2004-09-22,9,19396509,Shibuya
511,Bertolt Hoover,bertolt.hoover@gmail.com,1996-05-13,5,49553755,Akihabara
512,Hange Zoe,hange.zoe@gmail.com,2008-04-07,4,19467197,Nagoya
513,Bertolt Hoover,bertolt.hoover@gmail.com,2009-10-16,10,12708024,Uji
514,Virgilia,virgilia@gmail.com,2001-05-15,5,30490270,Yokohama
515,Hirasawa Yui,hirasawa.yui@gmail.com,2008-12-04,12,12865887,Magnolia
516,Kisaki Eri,kisaki.eri@gmail.com,1998-02-14,2,9140672,Rokkenjima
517,Farah Nae,farah.nae@gmail.com,2004-10-26,10,9945170,Osaka
518,Edogawa Conan,edogawa.conan@gmail.com,2000-01-13,1,17010680,Sapporo
519,Lisanna Strauss,lisanna.strauss@gmail.com,2000-04-25,4,18278339,Osaka
520,Akiyama Mio,akiyama.mio@gmail.com,2008-09-14,9,31774760,Nagoya
521,Jean Kirstein,jean.kirstein@gmail.com,1995-04-06,4,18167520,Hakone
522,Suzuki Jun,suzuki.jun@gmail.com,2001-11-08,11,32543482,Osaka
523,Amuro Tooru,amuro.tooru@gmail.com,1998-05-24,5,24941301,Rokkenjima
524,Yoshii Junna,yoshii.junna@gmail.com,2005-10-10,10,33154604,Ikebukuro
525,Jean Kirstein,jean.kirstein@gmail.com,1999-04-19,4,11891694,Shibuya
526,Bertolt Hoover,bertolt.hoover@gmail.com,2005-02-24,2,16168309,Magnolia
527,Hakuba Saguru,hakuba.saguru@gmail.com,2004-06-11,6,28307213,Rokkenjima
528,Jean Kirstein,jean.kirstein@gmail.com,1997-06-28,6,33130258,Hakone
529,Jellal Fernandes,jellal.fernandes@gmail.com,2000-04-06,4,43829608,Kyoto
530,Farah Nae,farah.nae@gmail.com,2000-08-06,8,36835417,Shibuya
531,Erwin Smith,erwin.smith@gmail.com,1996-12-19,12,45035643,Kyoto
532,Historia Reiss,historia.reiss@gmail.com,1996-07-27,7,36249264,Akihabara
533,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2006-10-17,10,17098665,Magnolia
534,Kenny Ackerman,kenny.ackerman@gmail.com,2003-12-18,12,49630581,Hakone
535,Wendy Marvell,wendy.marvell@gmail.com,2003-03-04,3,12501213,Tokyo
536,Amuro Tooru,amuro.tooru@gmail.com,2006-04-10,4,17573230,Kobe
537,Kasashima Nozomi,kasashima.nozomi@gmail.com,2003-08-05,8,38930582,Magnolia
538,Kato Yuko,kato.yuko@gmail.com,2000-07-12,7,18815775,Kobe
539,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2008-07-27,7,9035481,Akihabara
540,Juvia Lockser,juvia.lockser@gmail.com,2000-08-21,8,34863346,Kyoto
541,Sato Miwako,sato.miwako@gmail.com,1997-02-20,2,37556142,Sapporo
542,Kenny Ackerman,kenny.ackerman@gmail.com,1999-07-26,7,997580,Kyoto
543,Bertolt Hoover,bertolt.hoover@gmail.com,1998-08-22,8,41802322,Rokkenjima
544,Ronove,ronove@gmail.com,2004-12-24,12,25043801,Akihabara
545,Historia Reiss,historia.reiss@gmail.com,2006-02-20,2,44295819,Magnolia
546,Makise Kurisu,makise.kurisu@gmail.com,2004-11-01,11,1783391,Ikebukuro
547,Hakuba Saguru,hakuba.saguru@gmail.com,1995-03-18,3,2985229,Shinjuku
548,Mouri Ran,mouri.ran@gmail.com,1999-09-25,9,41991566,Shibuya
549,Lisanna Strauss,lisanna.strauss@gmail.com,2007-06-25,6,3124044,Beika
550,Natsu Dragneel,natsu.dragneel@gmail.com,2005-07-22,7,47250197,Osaka
551,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1996-04-07,4,44156937,Shibuya
552,Oumae Kumiko,oumae.kumiko@gmail.com,2005-07-21,7,46636956,Shinjuku
553,Mirajane Strauss,mirajane.strauss@gmail.com,2008-04-01,4,18629981,Shinjuku
554,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1999-09-25,9,22642201,Sendai
555,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1996-08-20,8,6882773,Osaka
556,Sera Masumi,sera.masumi@gmail.com,2006-12-22,12,46774993,Shibuya
557,Rogue Oro,rogue.oro@gmail.com,2003-09-11,9,16337833,Nagoya
558,Igneel Dragneel,igneel.dragneel@gmail.com,2007-12-03,12,17153646,Ikebukuro
559,Kawashima Sapphire,kawashima.sapphire@gmail.com,2007-09-12,9,28333697,Kobe
560,Makise Kurisu,makise.kurisu@gmail.com,1999-01-24,1,21854884,Yokohama
561,Layla Heartfilia,layla.heartfilia@gmail.com,2006-01-16,1,40714153,Sendai
562,Takagi Wataru,takagi.wataru@gmail.com,1998-10-19,10,26134448,Uji
563,Urushibara Ruka,urushibara.ruka@gmail.com,2009-06-26,6,37788809,Osaka
564,Toyama Kazuha,toyama.kazuha@gmail.com,2003-04-28,4,12717998,Rokkenjima
565,Connie Springer,connie.springer@gmail.com,2000-04-26,4,24106974,Rokkenjima
566,Kawashima Sapphire,kawashima.sapphire@gmail.com,1999-11-21,11,7090242,Sendai
567,Ronove,ronove@gmail.com,2008-05-08,5,1222031,Sendai
568,Sting Eucliffe,sting.eucliffe@gmail.com,2005-09-26,9,46457631,Tokyo
569,Ronove,ronove@gmail.com,1996-05-19,5,30970969,Kobe
570,Kuroba Kaito,kuroba.kaito@gmail.com,2006-08-12,8,27826581,Kyoto
571,Gray Fullbuster,gray.fullbuster@gmail.com,2002-03-24,3,31896455,Tokyo
572,Hashida Itaru,hashida.itaru@gmail.com,1996-02-01,2,43856761,Yokohama
573,Takagi Wataru,takagi.wataru@gmail.com,1997-01-03,1,18684248,Magnolia
574,Kiryuu Moeka,kiryuu.moeka@gmail.com,1999-09-09,9,4848806,Kobe
575,Urushibara Ruka,urushibara.ruka@gmail.com,2009-12-13,12,15474752,Tokyo
576,Layla Heartfilia,layla.heartfilia@gmail.com,2009-11-13,11,48849156,Sendai
577,Edogawa Conan,edogawa.conan@gmail.com,2002-10-06,10,35452772,Sendai
578,Historia Reiss,historia.reiss@gmail.com,1999-11-25,11,45561210,Hakone
579,Nakano Azusa,nakano.azusa@gmail.com,2007-03-09,3,31254108,Shinjuku
580,Saito Sumire,saito.sumire@gmail.com,1999-03-09,3,8427480,Magnolia
581,Akiyama Mio,akiyama.mio@gmail.com,2003-03-22,3,16537802,Akihabara
582,Rogue Oro,rogue.oro@gmail.com,2006-10-26,10,5831696,Osaka
583,Bertolt Hoover,bertolt.hoover@gmail.com,2000-05-12,5,36386051,Kyoto
584,Virgilia,virgilia@gmail.com,2006-08-04,8,42126566,Yokohama
585,Kudo Shinichi,kudo.shinichi@gmail.com,1995-02-22,2,49180377,Yokohama
586,Rogue Oro,rogue.oro@gmail.com,1996-05-22,5,5934426,Kyoto
587,Chiba Kazunobu,chiba.kazunobu@gmail.com,1996-01-15,1,15391447,Tokyo
588,Sasha Blouse,sasha.blouse@gmail.com,2003-11-08,11,11440961,Sendai
589,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1998-11-27,11,12958628,Rokkenjima
590,Kenny Ackerman,kenny.ackerman@gmail.com,1999-06-17,6,41951232,Sendai
591,Lucy Heartfilia,lucy.heartfilia@gmail.com,2006-02-02,2,37879193,Uji
592,Juvia Lockser,juvia.lockser@gmail.com,2007-10-02,10,49809158,Magnolia
593,Saito Sumire,saito.sumire@gmail.com,1995-01-22,1,28473009,Rokkenjima
594,Ronove,ronove@gmail.com,1998-04-15,4,27574005,Rokkenjima
595,Layla Heartfilia,layla.heartfilia@gmail.com,2003-01-01,1,32772185,Tokyo
596,Historia Reiss,historia.reiss@gmail.com,2005-01-15,1,5524662,Uji
597,Ushiromiya Battler,ushiromiya.battler@gmail.com,2006-11-25,11,25009880,Osaka
598,Zeref Alvarez,zeref.alvarez@gmail.com,1997-11-19,11,47172867,Osaka
599,Miyano Shiho,miyano.shiho@gmail.com,2008-08-05,8,22559172,Shinjuku
600,Hakuba Saguru,hakuba.saguru@gmail.com,2001-01-01,1,35524167,Yokohama
601,Tainaka Ritsu,tainaka.ritsu@gmail.com,2008-07-04,7,43418985,Yokohama
602,Sasha Blouse,sasha.blouse@gmail.com,2006-03-12,3,20449430,Yokohama
603,Jean Kirstein,jean.kirstein@gmail.com,1999-09-20,9,3183268,Kyoto
604,Tainaka Ritsu,tainaka.ritsu@gmail.com,2008-05-11,5,8675970,Kyoto
605,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,1999-05-22,5,35868599,Osaka
606,Yokomizo Jugo,yokomizo.jugo@gmail.com,2003-07-22,7,20388958,Sapporo
607,Eren Yeager,eren.yeager@gmail.com,2000-03-20,3,1263149,Rokkenjima
608,Kenny Ackerman,kenny.ackerman@gmail.com,2006-12-26,12,15287643,Beika
609,Sato Miwako,sato.miwako@gmail.com,2000-07-09,7,4853211,Kobe
610,Hakuba Saguru,hakuba.saguru@gmail.com,1995-04-22,4,41999162,Beika
611,Natsu Dragneel,natsu.dragneel@gmail.com,1999-12-14,12,20903603,Akihabara
612,Jellal Fernandes,jellal.fernandes@gmail.com,2009-09-11,9,3495694,Kyoto
613,Ushiromiya Maria,ushiromiya.maria@gmail.com,2002-10-01,10,28817976,Tokyo
614,Hakuba Saguru,hakuba.saguru@gmail.com,2007-08-22,8,10521103,Sapporo
615,Hirasawa Yui,hirasawa.yui@gmail.com,2009-11-20,11,19528426,Sapporo
616,Erwin Smith,erwin.smith@gmail.com,2004-11-10,11,23664318,Beika
617,Kato Yuko,kato.yuko@gmail.com,1996-03-16,3,34711228,Kyoto
618,Eren Yeager,eren.yeager@gmail.com,2009-11-19,11,49929549,Nagoya
619,Kasashima Nozomi,kasashima.nozomi@gmail.com,2002-03-17,3,35965292,Kyoto
620,Kenny Ackerman,kenny.ackerman@gmail.com,2004-10-02,10,12416817,Shinjuku
